tab 	rmag_anisotropy
anisotropy_n	anisotropy_s1	anisotropy_s2	anisotropy_s3	anisotropy_s4	anisotropy_s5	anisotropy_s6	anisotropy_sigma	anisotropy_tilt_correction	anisotropy_type	anisotropy_unit	er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes
192	0.3390916	0.3230631	0.3378453	0.0062525	0.0056066	-0.0024392	1.857E-4	-1	AMS	Normalized by trace		This study		nw015a5	nw015a5	nw015a5	nw015a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3340222	0.3329198	0.3330580	0.0015088	0.0011789	0.0001421	4.157E-4	-1	AMS	Normalized by trace		This study		nw016a1	nw016a1	nw016a1	nw016a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3341597	0.3328373	0.3330030	0.0014963	0.0010763	0.0002210	4.631E-4	-1	AMS	Normalized by trace		This study		nw016a1	nw016a1	nw016a1	nw016a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3319668	0.3336140	0.3344191	-0.0010735	0.0011090	0.0002385	3.794E-4	-1	AMS	Normalized by trace		This study		nw016a2	nw016a2	nw016a2	nw016a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3319009	0.3335622	0.3345369	-0.0010241	0.0010801	0.0002571	3.679E-4	-1	AMS	Normalized by trace		This study		nw016a2	nw016a2	nw016a2	nw016a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3292666	0.3358857	0.3348477	-0.0003188	0.0019225	0.0027743	3.793E-4	-1	AMS	Normalized by trace		This study		nw016a3	nw016a3	nw016a3	nw016a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3292584	0.3359133	0.3348282	-0.0003776	0.0020695	0.0029021	3.736E-4	-1	AMS	Normalized by trace		This study		nw016a3	nw016a3	nw016a3	nw016a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3343043	0.3335066	0.3321891	-0.0001867	0.0015105	0.0004784	5.165E-4	-1	AMS	Normalized by trace		This study		nw016a4	nw016a4	nw016a4	nw016a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3343482	0.3336004	0.3320515	-0.0002308	0.0016892	0.0004484	5.135E-4	-1	AMS	Normalized by trace		This study		nw016a4	nw016a4	nw016a4	nw016a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3331666	0.3351154	0.3317181	0.0002942	0.0016711	0.0001508	2.755E-4	-1	AMS	Normalized by trace		This study		nw016a5	nw016a5	nw016a5	nw016a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3340653	0.3343036	0.3316311	0.0007681	-0.0009839	0.0024070	1.087E-4	-1	AMS	Normalized by trace		This study		nw017a1	nw017a1	nw017a1	nw017a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3339392	0.3337744	0.3322865	0.0001006	0.0003338	0.0027738	1.158E-4	-1	AMS	Normalized by trace		This study		nw017a2	nw017a2	nw017a2	nw017a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3333178	0.3340540	0.3326282	0.0004521	-0.0004269	0.0019865	7.156E-5	-1	AMS	Normalized by trace		This study		nw017a3	nw017a3	nw017a3	nw017a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3338703	0.3342968	0.3318329	0.0007342	-0.0002271	0.0024807	9.484E-5	-1	AMS	Normalized by trace		This study		nw017a4	nw017a4	nw017a4	nw017a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3339371	0.3333133	0.3327496	0.0010613	-0.0014970	0.0031872	1.116E-4	-1	AMS	Normalized by trace		This study		nw017a5	nw017a5	nw017a5	nw017a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3304850	0.3306291	0.3388860	0.0067259	-0.0082681	0.0002085	1.164E-4	-1	AMS	Normalized by trace		This study		nw018a1	nw018a1	nw018a1	nw018a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3276548	0.3318695	0.3404757	-0.0056635	-0.0043062	0.0053490	8.061E-5	-1	AMS	Normalized by trace		This study		nw018a2	nw018a2	nw018a2	nw018a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3305191	0.3285372	0.3409436	-0.0075887	-0.0070615	0.0020198	8.635E-5	-1	AMS	Normalized by trace		This study		nw018a3	nw018a3	nw018a3	nw018a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3214001	0.3389064	0.3396935	-0.0037769	-0.0082659	0.0025961	1.234E-4	-1	AMS	Normalized by trace		This study		nw018a4	nw018a4	nw018a4	nw018a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3251932	0.3353652	0.3394417	-0.0013685	-0.0037780	-0.0011495	3.581E-4	-1	AMS	Normalized by trace		This study		nw019a1	nw019a1	nw019a1	nw019a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3354442	0.3341048	0.3304511	-0.0050090	-0.0047206	-0.0021660	5.811E-5	-1	AMS	Normalized by trace		This study		nw019a2	nw019a2	nw019a2	nw019a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3367840	0.3384894	0.3247266	-0.0013473	-0.0021489	0.0081336	6.541E-5	-1	AMS	Normalized by trace		This study		nw019a3	nw019a3	nw019a3	nw019a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3367906	0.3384818	0.3247276	-0.0012954	-0.0022444	0.0081272	8.502E-5	-1	AMS	Normalized by trace		This study		nw019a4	nw019a4	nw019a4	nw019a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3286643	0.3381990	0.3331367	-0.0052072	-0.0010268	0.0062636	1.120E-4	-1	AMS	Normalized by trace		This study		nw020a1	nw020a1	nw020a1	nw020a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3315751	0.3350092	0.3334157	-0.0036253	-0.0026566	0.0020006	1.337E-4	-1	AMS	Normalized by trace		This study		nw020a2	nw020a2	nw020a2	nw020a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3316811	0.3345832	0.3337357	-0.0031797	-0.0000578	0.0044871	9.839E-5	-1	AMS	Normalized by trace		This study		nw020a3	nw020a3	nw020a3	nw020a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3357400	0.3380343	0.3262257	-0.0010089	0.0014497	0.0059696	5.969E-5	-1	AMS	Normalized by trace		This study		nw021a1	nw021a1	nw021a1	nw021a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3329243	0.3362876	0.3307881	-0.0034127	-0.0007302	0.0017910	1.813E-4	-1	AMS	Normalized by trace		This study		nw021a3	nw021a3	nw021a3	nw021a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3323713	0.3347007	0.3329279	-0.0018244	0.0003321	0.0026240	2.114E-4	-1	AMS	Normalized by trace		This study		nw021a4	nw021a4	nw021a4	nw021a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3351279	0.3330742	0.3317979	-0.0016213	-0.0009134	0.0030760	2.253E-4	-1	AMS	Normalized by trace		This study		nw021a5	nw021a5	nw021a5	nw021a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3343841	0.3245001	0.3411158	-0.0006807	0.0036396	0.0028377	7.255E-5	-1	AMS	Normalized by trace		This study		nw022a1	nw022a1	nw022a1	nw022a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3319050	0.3296838	0.3384113	-0.0021121	-0.0026846	0.0019263	8.547E-5	-1	AMS	Normalized by trace		This study		nw022a2	nw022a2	nw022a2	nw022a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3258422	0.3317800	0.3423778	-0.0008317	0.0014492	0.0027470	8.913E-5	-1	AMS	Normalized by trace		This study		nw022a3	nw022a3	nw022a3	nw022a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	-0.0146317	0.2608450	0.7537867	-0.0387450	0.0660060	0.1263419	3.758E-3	-1	AMS	Normalized by trace		This study		nw022a3	nw022a3	nw022a3	nw022a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3256367	0.3317512	0.3426121	-0.0006323	0.0012189	0.0026826	8.627E-5	-1	AMS	Normalized by trace		This study		nw022a3	nw022a3	nw022a3	nw022a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3456151	0.3218984	0.3324865	-0.0017885	-0.0036881	0.0066180	1.281E-4	-1	AMS	Normalized by trace		This study		nw023a1	nw023a1	nw023a1	nw023a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3343635	0.3406450	0.3249916	-0.0035272	-0.0044682	0.0086680	1.054E-4	-1	AMS	Normalized by trace		This study		nw023a2	nw023a2	nw023a2	nw023a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3319608	0.3347566	0.3332827	-0.0014367	0.0003392	0.0027181	2.104E-4	-1	AMS	Normalized by trace		This study		nw021a4	nw021a4	nw021a4	nw021a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3370137	0.3345242	0.3284621	-0.0019482	-0.0038872	0.0081790	9.779E-5	-1	AMS	Normalized by trace		This study		nw023a3	nw023a3	nw023a3	nw023a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3379842	0.3373649	0.3246509	-0.0027296	0.0008376	0.0126356	9.528E-5	-1	AMS	Normalized by trace		This study		nw023a4	nw023a4	nw023a4	nw023a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3326507	0.3328982	0.3344510	0.0008006	-0.0022451	0.0090464	1.309E-4	-1	AMS	Normalized by trace		This study		nw024a1	nw024a1	nw024a1	nw024a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
