tab 	specimens
aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	experiments	location	method_codes	sample	site	software_packages	specimen
0.3312198635:0.3352119732:0.3335681633:-0.0004696600:-0.0004696600	0.0010646000	15	0.0001837604	SI	-1	AMS				This study		tr245i2:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245i2	tr245i	pmagpy-3.17.0	tr245i2
0.3317957045:0.3340560189:0.3341482766:-0.0000922577:-0.0000461289	0.0018065333	15	0.0001047395	SI	-1	AMS				This study		tr245j:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245j	tr245	pmagpy-3.17.0	tr245j
0.3340615928:0.3322691619:0.3336692452:-0.0000226697:0.0009854900:0.0000555323	0.0018065333	15	0.0001047395	SI	0	AMS				This study		tr245j:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245j	tr245	pmagpy-3.17.0	tr245j
0.3317957045:0.3340560189:0.3341482766:-0.0000922577:-0.0000461289	0.0018065333	15	0.0001047395	SI	-1	AMS				This study		tr245j:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245j	tr245	pmagpy-3.17.0	tr245j
0.3324316349:0.3343989770:0.3331693882:0.0010656436:0.0003278904	0.0010166000	15	0.0001762358	SI	-1	AMS				This study		tr245k:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245k	tr245	pmagpy-3.17.0	tr245k
0.3348659873:0.3321603537:0.3329736888:-0.0003549359:0.0003925110:0.0001540367	0.0010166000	15	0.0001762358	SI	0	AMS				This study		tr245k:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245k	tr245	pmagpy-3.17.0	tr245k
0.3324316349:0.3343989770:0.3331693882:0.0010656436:0.0003278904	0.0010166000	15	0.0001762358	SI	-1	AMS				This study		tr245k:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245k	tr245	pmagpy-3.17.0	tr245k
0.3317547787:0.3351271454:0.3331180759:0.0007892773:0.0000000000	0.0011614000	15	0.0001111585	SI	-1	AMS				This study		tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
0.3351064622:0.3319639862:0.3329295516:0.0007596780:0.0005724225:0.0001011211	0.0011614000	15	0.0001111585	SI	0	AMS				This study		tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
0.3317547787:0.3351271454:0.3331180759:0.0007892773:0.0000000000	0.0011614000	15	0.0001111585	SI	-1	AMS				This study		tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					-1	AMS	0.33530283:257.45052711219853:0.40885916453896937:158.5223658808245:87.36733730645403:4.250967135357804:347.4690940708408:2.6006761308314816:2.4915256458378794	0.33312115:158.5223658808245:87.36733730645403:257.45052711219853:0.40885916453896937:4.250967135357804:347.4690940708408:2.6006761308314816:5.991342477870835	0.33157602:347.4690940708408:2.6006761308314816:257.45052711219853:0.40885916453896937:2.4915256458378794:158.5223658808245:87.36733730645403:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					0	AMS	0.33521363:20.66069215433764:38.27417077276203:127.31657028011358:19.96425801000383:4.230548139606874:238.6055297581348:44.98483528011759:1.8269409655021933	0.3335141:127.31657028011358:19.96425801000383:20.66069215433764:38.27417077276203:4.230548139606874:238.6055297581348:44.98483528011759:3.209682939850525	0.33127227:238.6055297581348:44.98483528011759:20.66069215433764:38.27417077276203:1.8269409655021933:127.31657028011358:19.96425801000383:3.209682939850525	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245f:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245f	tr245	pmagpy-3.17.0	tr245f
					100	AMS	0.33521363:2.8480685018111958:32.824044082665615:131.54701186710105:44.10600666426132:4.230548139606874:252.70635967697774:28.094370794359193:1.8269409655021933	0.3335141:131.54701186710105:44.10600666426132:2.8480685018111958:32.824044082665615:4.230548139606874:252.70635967697774:28.094370794359193:3.209682939850525	0.33127227:252.70635967697774:28.094370794359193:2.8480685018111958:32.824044082665615:1.8269409655021933:131.54701186710105:44.10600666426132:3.209682939850525	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245f:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245f	tr245	pmagpy-3.17.0	tr245f
					-1	AMS	0.33530283:257.45052711219853:0.40885916453896937:158.5223658808245:87.36733730645403:4.250967135357804:347.4690940708408:2.6006761308314816:2.4915256458378794	0.33312115:158.5223658808245:87.36733730645403:257.45052711219853:0.40885916453896937:4.250967135357804:347.4690940708408:2.6006761308314816:5.991342477870835	0.33157602:347.4690940708408:2.6006761308314816:257.45052711219853:0.40885916453896937:2.4915256458378794:158.5223658808245:87.36733730645403:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					0	AMS	0.33603853:13.06378607546063:15.460656710260661:183.23502305084133:74.32028757610223:3.7202765952832255:282.358425666527:2.5484968276600193:3.3711964507958982	0.33218098:183.23502305084133:74.32028757610223:13.06378607546063:15.460656710260661:3.7202765952832255:282.358425666527:2.5484968276600193:32.057487229368604	0.33178046:282.358425666527:2.5484968276600193:13.06378607546063:15.460656710260661:3.3711964507958982:183.23502305084133:74.32028757610223:32.057487229368604	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245g:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245g	tr245	pmagpy-3.17.0	tr245g
					100	AMS	0.33603853:7.607540683414718:9.45798731234225:255.70664503454373:65.93367725681678:3.7202765952832255:101.45020175221208:21.91435297367532:3.3711964507958982	0.33218098:255.70664503454373:65.93367725681678:7.607540683414718:9.45798731234225:3.7202765952832255:101.45020175221208:21.91435297367532:32.057487229368604	0.33178046:101.45020175221208:21.91435297367532:7.607540683414718:9.45798731234225:3.3711964507958982:255.70664503454373:65.93367725681678:32.057487229368604	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245g:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245g	tr245	pmagpy-3.17.0	tr245g
					-1	AMS	0.33530283:257.45052711219853:0.40885916453896937:158.5223658808245:87.36733730645403:4.250967135357804:347.4690940708408:2.6006761308314816:2.4915256458378794	0.33312115:158.5223658808245:87.36733730645403:257.45052711219853:0.40885916453896937:4.250967135357804:347.4690940708408:2.6006761308314816:5.991342477870835	0.33157602:347.4690940708408:2.6006761308314816:257.45052711219853:0.40885916453896937:2.4915256458378794:158.5223658808245:87.36733730645403:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					0	AMS	0.3362471:16.66669805603766:6.020427081802857:118.33007672874946:62.44959032241758:5.099094559190003:283.61625281350905:26.774502369363905:2.6214475002422017	0.3332829:118.33007672874946:62.44959032241758:16.66669805603766:6.020427081802857:5.099094559190003:283.61625281350905:26.774502369363905:5.371925776285036	0.33047006:283.61625281350905:26.774502369363905:16.66669805603766:6.020427081802857:2.6214475002422017:118.33007672874946:62.44959032241758:5.371925776285036	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245h:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245h	tr245	pmagpy-3.17.0	tr245h
					100	AMS	0.3362471:14.821785414041763:2.373267377448119:152.88538343805632:86.81111123794031:5.099094559190003:284.7335214975614:2.1287141457524683:2.6214475002422017	0.3332829:152.88538343805632:86.81111123794031:14.821785414041763:2.373267377448119:5.099094559190003:284.7335214975614:2.1287141457524683:5.371925776285036	0.33047006:284.7335214975614:2.1287141457524683:14.821785414041763:2.373267377448119:2.6214475002422017:152.88538343805632:86.81111123794031:5.371925776285036	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245h:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245h	tr245	pmagpy-3.17.0	tr245h
					-1	AMS	0.33530283:257.45052711219853:0.40885916453896937:158.5223658808245:87.36733730645403:4.250967135357804:347.4690940708408:2.6006761308314816:2.4915256458378794	0.33312115:158.5223658808245:87.36733730645403:257.45052711219853:0.40885916453896937:4.250967135357804:347.4690940708408:2.6006761308314816:5.991342477870835	0.33157602:347.4690940708408:2.6006761308314816:257.45052711219853:0.40885916453896937:2.4915256458378794:158.5223658808245:87.36733730645403:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					0	AMS	0.33498558:355.0070288369963:18.239898198254753:138.38082103737392:67.67509868530101:10.165151137014364:260.8417570162449:12.429240242257126:3.311436512042196	0.3337763:138.38082103737392:67.67509868530101:355.0070288369963:18.239898198254753:10.165151137014364:260.8417570162449:12.429240242257126:4.88275352934816	0.33123815:260.8417570162449:12.429240242257126:355.0070288369963:18.239898198254753:3.311436512042196:138.38082103737392:67.67509868530101:4.88275352934816	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245i1:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245i1	tr245i	pmagpy-3.17.0	tr245i1
					100	AMS	0.33498558:350.5168337615272:5.112803451484341:230.2645865272181:79.92965299076063:10.165151137014364:81.29697728528078:8.652623492094124:3.311436512042196	0.3337763:230.2645865272181:79.92965299076063:350.5168337615272:5.112803451484341:10.165151137014364:81.29697728528078:8.652623492094124:4.88275352934816	0.33123815:81.29697728528078:8.652623492094124:350.5168337615272:5.112803451484341:3.311436512042196:230.2645865272181:79.92965299076063:4.88275352934816	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245i1:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245i1	tr245i	pmagpy-3.17.0	tr245i1
					-1	AMS	0.33530283:257.45052711219853:0.40885916453896937:158.5223658808245:87.36733730645403:4.250967135357804:347.4690940708408:2.6006761308314816:2.4915256458378794	0.33312115:158.5223658808245:87.36733730645403:257.45052711219853:0.40885916453896937:4.250967135357804:347.4690940708408:2.6006761308314816:5.991342477870835	0.33157602:347.4690940708408:2.6006761308314816:257.45052711219853:0.40885916453896937:2.4915256458378794:158.5223658808245:87.36733730645403:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					0	AMS	0.33535153:347.1106457431986:10.06037301411147:131.50447344895022:77.69040077906732:9.7515079089795:255.85884213981913:7.019974069414953:3.4132520862763016	0.33379164:131.50447344895022:77.69040077906732:347.1106457431986:10.06037301411147:9.7515079089795:255.85884213981913:7.019974069414953:5.219121262068931	0.3308568:255.85884213981913:7.019974069414953:347.1106457431986:10.06037301411147:3.4132520862763016:131.50447344895022:77.69040077906732:5.219121262068931	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245i2:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245i2	tr245i	pmagpy-3.17.0	tr245i2
					100	AMS	0.33535153:166.2612980595291:5.248096091682709:278.33297171691:76.26378615122084:9.7515079089795:75.07925117814307:12.6578161530782:3.4132520862763016	0.33379164:278.33297171691:76.26378615122084:166.2612980595291:5.248096091682709:9.7515079089795:75.07925117814307:12.6578161530782:5.219121262068931	0.3308568:75.07925117814307:12.6578161530782:166.2612980595291:5.248096091682709:3.4132520862763016:278.33297171691:76.26378615122084:5.219121262068931	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245i2:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245i2	tr245i	pmagpy-3.17.0	tr245i2
					-1	AMS	0.33530283:257.45052711219853:0.40885916453896937:158.5223658808245:87.36733730645403:4.250967135357804:347.4690940708408:2.6006761308314816:2.4915256458378794	0.33312115:158.5223658808245:87.36733730645403:257.45052711219853:0.40885916453896937:4.250967135357804:347.4690940708408:2.6006761308314816:5.991342477870835	0.33157602:347.4690940708408:2.6006761308314816:257.45052711219853:0.40885916453896937:2.4915256458378794:158.5223658808245:87.36733730645403:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					0	AMS	0.33418992:56.04128549841525:58.46260074632039:171.02691228874377:14.53239025293916:47.64076423033581:268.7218983470832:27.31845637285044:3.597398344957319	0.3340506:171.02691228874377:14.53239025293916:56.04128549841525:58.46260074632039:47.64076423033581:268.7218983470832:27.31845637285044:3.815533514029873	0.33175948:268.7218983470832:27.31845637285044:56.04128549841525:58.46260074632039:3.597398344957319:171.02691228874377:14.53239025293916:3.815533514029873	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245j:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245j	tr245	pmagpy-3.17.0	tr245j
					100	AMS	0.33418992:10.220581522112129:62.82669431111806:179.4218431560931:26.759562963806914:47.64076423033581:271.6361829715767:4.3816958271735755:3.597398344957319	0.3340506:179.4218431560931:26.759562963806914:10.220581522112129:62.82669431111806:47.64076423033581:271.6361829715767:4.3816958271735755:3.815533514029873	0.33175948:271.6361829715767:4.3816958271735755:10.220581522112129:62.82669431111806:3.597398344957319:179.4218431560931:26.759562963806914:3.815533514029873	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245j:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245j	tr245	pmagpy-3.17.0	tr245j
					-1	AMS	0.33530283:257.45052711219853:0.40885916453896937:158.5223658808245:87.36733730645403:4.250967135357804:347.4690940708408:2.6006761308314816:2.4915256458378794	0.33312115:158.5223658808245:87.36733730645403:257.45052711219853:0.40885916453896937:4.250967135357804:347.4690940708408:2.6006761308314816:5.991342477870835	0.33157602:347.4690940708408:2.6006761308314816:257.45052711219853:0.40885916453896937:2.4915256458378794:158.5223658808245:87.36733730645403:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					0	AMS	0.33491737:353.10448562010475:3.1156565781154737:90.80869690220767:67.90131925701009:8.195221092736832:261.8535215894209:21.854817256759908:4.952775773504197	0.33313215:90.80869690220767:67.90131925701009:353.10448562010475:3.1156565781154737:8.195221092736832:261.8535215894209:21.854817256759908:12.275208210361278	0.33195052:261.8535215894209:21.854817256759908:353.10448562010475:3.1156565781154737:4.952775773504197:90.80869690220767:67.90131925701009:12.275208210361278	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245k:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245k	tr245	pmagpy-3.17.0	tr245k
					100	AMS	0.33491737:174.35457885851224:9.638006592561931:356.1860000556645:80.35716104676425:8.195221092736832:264.4059291313088:0.3023929535321024:4.952775773504197	0.33313215:356.1860000556645:80.35716104676425:174.35457885851224:9.638006592561931:8.195221092736832:264.4059291313088:0.3023929535321024:12.275208210361278	0.33195052:264.4059291313088:0.3023929535321024:174.35457885851224:9.638006592561931:4.952775773504197:356.1860000556645:80.35716104676425:12.275208210361278	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245k:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245k	tr245	pmagpy-3.17.0	tr245k
					-1	AMS	0.33530283:257.45052711219853:0.40885916453896937:158.5223658808245:87.36733730645403:4.250967135357804:347.4690940708408:2.6006761308314816:2.4915256458378794	0.33312115:158.5223658808245:87.36733730645403:257.45052711219853:0.40885916453896937:4.250967135357804:347.4690940708408:2.6006761308314816:5.991342477870835	0.33157602:347.4690940708408:2.6006761308314816:257.45052711219853:0.40885916453896937:2.4915256458378794:158.5223658808245:87.36733730645403:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					0	AMS	0.33530283:13.764195507862404:5.640863940077547:117.51143757558842:67.43055133483612:4.250967135357804:281.5026849257945:21.777491996530156:2.4915256458378794	0.33312115:117.51143757558842:67.43055133483612:13.764195507862404:5.640863940077547:4.250967135357804:281.5026849257945:21.777491996530156:5.991342477870835	0.33157602:281.5026849257945:21.777491996530156:13.764195507862404:5.640863940077547:2.4915256458378794:117.51143757558842:67.43055133483612:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
					100	AMS	0.33530283:12.355909538748739:0.8219989734282093:265.3708299553565:87.18818394408744:4.250967135357804:102.39451638610137:2.688798000719093:2.4915256458378794	0.33312115:265.3708299553565:87.18818394408744:12.355909538748739:0.8219989734282093:4.250967135357804:102.39451638610137:2.688798000719093:5.991342477870835	0.33157602:102.39451638610137:2.688798000719093:12.355909538748739:0.8219989734282093:2.4915256458378794:265.3708299553565:87.18818394408744:5.991342477870835	This study	Critical F: 3.4817;Critical F12/F13: 4.2565	tr245l:AMS	locale	LP-X:AE-H:LP-AN-MS	tr245l	tr245	pmagpy-3.17.0	tr245l
