tab 	er_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	specimen_volume
	This study		nw006a3	nw006a3	nw006a3	nw006a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw006a4	nw006a4	nw006a4	nw006a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw007a1	nw007a1	nw007a1	nw007a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw007a2	nw007a2	nw007a2	nw007a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw007a3	nw007a3	nw007a3	nw007a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw007a4	nw007a4	nw007a4	nw007a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw007a5	nw007a5	nw007a5	nw007a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw008a1	nw008a1	nw008a1	nw008a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw008a2	nw008a2	nw008a2	nw008a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw008a3	nw008a3	nw008a3	nw008a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw008a4	nw008a4	nw008a4	nw008a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw009a1	nw009a1	nw009a1	nw009a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw009a2	nw009a2	nw009a2	nw009a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw009a3	nw009a3	nw009a3	nw009a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw009a4	nw009a4	nw009a4	nw009a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw010a1	nw010a1	nw010a1	nw010a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw010a2	nw010a2	nw010a2	nw010a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw010a3	nw010a3	nw010a3	nw010a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw010a4	nw010a4	nw010a4	nw010a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw011a1	nw011a1	nw011a1	nw011a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw011a2	nw011a2	nw011a2	nw011a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw011a3	nw011a3	nw011a3	nw011a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw011a4	nw011a4	nw011a4	nw011a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw012a1	nw012a1	nw012a1	nw012a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw012a2	nw012a2	nw012a2	nw012a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw012a3	nw012a3	nw012a3	nw012a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw012a4	nw012a4	nw012a4	nw012a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw012a5	nw012a5	nw012a5	nw012a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw013a1	nw013a1	nw013a1	nw013a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw013a2	nw013a2	nw013a2	nw013a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw013a3	nw013a3	nw013a3	nw013a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw013a4	nw013a4	nw013a4	nw013a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw013a5	nw013a5	nw013a5	nw013a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw014a1	nw014a1	nw014a1	nw014a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw014a2	nw014a2	nw014a2	nw014a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw014a3	nw014a3	nw014a3	nw014a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw014a4	nw014a4	nw014a4	nw014a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw014a5	nw014a5	nw014a5	nw014a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw015a1	nw015a1	nw015a1	nw015a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw015a2	nw015a2	nw015a2	nw015a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw015a3	nw015a3	nw015a3	nw015a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw015a4	nw015a4	nw015a4	nw015a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw015a5	nw015a5	nw015a5	nw015a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw016a1	nw016a1	nw016a1	nw016a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw016a2	nw016a2	nw016a2	nw016a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw016a3	nw016a3	nw016a3	nw016a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw016a4	nw016a4	nw016a4	nw016a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw016a5	nw016a5	nw016a5	nw016a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw017a1	nw017a1	nw017a1	nw017a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw017a2	nw017a2	nw017a2	nw017a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw017a3	nw017a3	nw017a3	nw017a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw017a4	nw017a4	nw017a4	nw017a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw017a5	nw017a5	nw017a5	nw017a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw018a1	nw018a1	nw018a1	nw018a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw018a2	nw018a2	nw018a2	nw018a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw018a3	nw018a3	nw018a3	nw018a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw018a4	nw018a4	nw018a4	nw018a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw019a1	nw019a1	nw019a1	nw019a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw019a2	nw019a2	nw019a2	nw019a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw019a3	nw019a3	nw019a3	nw019a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw019a4	nw019a4	nw019a4	nw019a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw020a1	nw020a1	nw020a1	nw020a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw020a2	nw020a2	nw020a2	nw020a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw020a3	nw020a3	nw020a3	nw020a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw021a1	nw021a1	nw021a1	nw021a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw021a3	nw021a3	nw021a3	nw021a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw021a4	nw021a4	nw021a4	nw021a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw021a5	nw021a5	nw021a5	nw021a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw022a1	nw022a1	nw022a1	nw022a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw022a2	nw022a2	nw022a2	nw022a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw022a3	nw022a3	nw022a3	nw022a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw023a1	nw023a1	nw023a1	nw023a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw023a2	nw023a2	nw023a2	nw023a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw023a3	nw023a3	nw023a3	nw023a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw023a4	nw023a4	nw023a4	nw023a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw024a1	nw024a1	nw024a1	nw024a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw024a2	nw024a2	nw024a2	nw024a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw024a3	nw024a3	nw024a3	nw024a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw024a4	nw024a4	nw024a4	nw024a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw024a5	nw024a5	nw024a5	nw024a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw025a1	nw025a1	nw025a1	nw025a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw025a2	nw025a2	nw025a2	nw025a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw025a3	nw025a3	nw025a3	nw025a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw026a1	nw026a1	nw026a1	nw026a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw026a3	nw026a3	nw026a3	nw026a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw027a1	nw027a1	nw027a1	nw027a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw027a2	nw027a2	nw027a2	nw027a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw027a3	nw027a3	nw027a3	nw027a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw027a4	nw027a4	nw027a4	nw027a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw028a1	nw028a1	nw028a1	nw028a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw028a2	nw028a2	nw028a2	nw028a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw028a3	nw028a3	nw028a3	nw028a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw028a4	nw028a4	nw028a4	nw028a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw028a5	nw028a5	nw028a5	nw028a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw029a1	nw029a1	nw029a1	nw029a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw029a2	nw029a2	nw029a2	nw029a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw029a3	nw029a3	nw029a3	nw029a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw029a4	nw029a4	nw029a4	nw029a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw030a1	nw030a1	nw030a1	nw030a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw030a2	nw030a2	nw030a2	nw030a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw030a3	nw030a3	nw030a3	nw030a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw030a4	nw030a4	nw030a4	nw030a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw030a5	nw030a5	nw030a5	nw030a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw031a1	nw031a1	nw031a1	nw031a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw031a2	nw031a2	nw031a2	nw031a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw031a3	nw031a3	nw031a3	nw031a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw031a4	nw031a4	nw031a4	nw031a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw032a1	nw032a1	nw032a1	nw032a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw032a2	nw032a2	nw032a2	nw032a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw032a3	nw032a3	nw032a3	nw032a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw032a4	nw032a4	nw032a4	nw032a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw032a5	nw032a5	nw032a5	nw032a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw033a1	nw033a1	nw033a1	nw033a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw033a2	nw033a2	nw033a2	nw033a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw033a3	nw033a3	nw033a3	nw033a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw033a4	nw033a4	nw033a4	nw033a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw033a5	nw033a5	nw033a5	nw033a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw034a1	nw034a1	nw034a1	nw034a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw034a2	nw034a2	nw034a2	nw034a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw034a3	nw034a3	nw034a3	nw034a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw034a4	nw034a4	nw034a4	nw034a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw034a5	nw034a5	nw034a5	nw034a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw035a1	nw035a1	nw035a1	nw035a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw035a2	nw035a2	nw035a2	nw035a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw035a3	nw035a3	nw035a3	nw035a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw035a4	nw035a4	nw035a4	nw035a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw035a5	nw035a5	nw035a5	nw035a5:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw036a1	nw036a1	nw036a1	nw036a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw036a2	nw036a2	nw036a2	nw036a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw036a3	nw036a3	nw036a3	nw036a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw036a4	nw036a4	nw036a4	nw036a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw037a1	nw037a1	nw037a1	nw037a1:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw037a2	nw037a2	nw037a2	nw037a2:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw037a3	nw037a3	nw037a3	nw037a3:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw037a4	nw037a4	nw037a4	nw037a4:LP-AN-MS	SIO-KLY4S	1.000e-05
	This study		nw037a5	nw037a5	nw037a5	nw037a5:LP-AN-MS	SIO-KLY4S	1.000e-05
